INSERT INTO locationTypeSales VALUES('FDA15', 'OUT049', 'Tier 1', 3735.138);
INSERT INTO locationTypeSales VALUES('FDP08', 'OUT045', 'Tier 2', 3874.956);
INSERT INTO locationTypeSales VALUES('FDP59', 'OUT027', 'Tier 3', 1973.4312);
INSERT INTO locationTypeSales VALUES('FDQ11', 'OUT018', 'Tier 3', 3083.9856);
INSERT INTO locationTypeSales VALUES('FDV01', 'OUT010', 'Tier 3', 155.1314);
INSERT INTO locationTypeSales VALUES('FDX31', 'OUT013', 'Tier 3', 5842.395);
INSERT INTO locationTypeSales VALUES('NCX54', 'OUT010', 'Tier 3', 105.8622);
INSERT INTO locationTypeSales VALUES('DRC12', 'OUT035', 'Tier 2', 2475.4444);
INSERT INTO locationTypeSales VALUES('FDU11', 'OUT027', 'Tier 3', 3735.8038);
INSERT INTO locationTypeSales VALUES('NCB30', 'OUT046', 'Tier 1', 2380.9008);
INSERT INTO locationTypeSales VALUES('FDS27', 'OUT045', 'Tier 2', 2749.754);
INSERT INTO locationTypeSales VALUES('FDX16', 'OUT018', 'Tier 3', 898.83);
INSERT INTO locationTypeSales VALUES('NCL53', 'OUT013', 'Tier 3', 1948.1308);
INSERT INTO locationTypeSales VALUES('NCZ30', 'OUT045', 'Tier 2', 2410.196);
INSERT INTO locationTypeSales VALUES('FDB15', 'OUT017', 'Tier 2', 3954.852);
INSERT INTO locationTypeSales VALUES('FDY51', 'OUT027', 'Tier 3', 6170.6344);
INSERT INTO locationTypeSales VALUES('NCT18', 'OUT017', 'Tier 2', 5070.7328);
INSERT INTO locationTypeSales VALUES('FDL32', 'OUT019', 'Tier 1', 335.5632);
INSERT INTO locationTypeSales VALUES('FDK46', 'OUT018', 'Tier 3', 2856.282);
INSERT INTO locationTypeSales VALUES('FDI22', 'OUT019', 'Tier 1', 418.1224);
INSERT INTO locationTypeSales VALUES('FDF21', 'OUT045', 'Tier 2', 5313.084);
INSERT INTO locationTypeSales VALUES('FDR34', 'OUT017', 'Tier 2', 8245.2672);
INSERT INTO locationTypeSales VALUES('FDJ50', 'OUT049', 'Tier 1', 736.3748);
INSERT INTO locationTypeSales VALUES('FDC34', 'OUT049', 'Tier 1', 3583.3356);
INSERT INTO locationTypeSales VALUES('FDW51', 'OUT018', 'Tier 3', 2556.672);
INSERT INTO locationTypeSales VALUES('FDR28', 'OUT035', 'Tier 2', 2936.178);
INSERT INTO locationTypeSales VALUES('FDV60', 'OUT019', 'Tier 1', 392.822);
INSERT INTO locationTypeSales VALUES('FDI45', 'OUT017', 'Tier 2', 2801.6864);
INSERT INTO locationTypeSales VALUES('NCB30', 'OUT019', 'Tier 1', 198.4084);
INSERT INTO locationTypeSales VALUES('DRO59', 'OUT017', 'Tier 2', 2277.036);
INSERT INTO locationTypeSales VALUES('FDU12', 'OUT035', 'Tier 2', 4482.1656);
INSERT INTO locationTypeSales VALUES('NCX18', 'OUT010', 'Tier 3', 392.822);
INSERT INTO locationTypeSales VALUES('NCH30', 'OUT027', 'Tier 3', 1924.162);
INSERT INTO locationTypeSales VALUES('FDE11', 'OUT019', 'Tier 1', 185.0924);
INSERT INTO locationTypeSales VALUES('FDE32', 'OUT017', 'Tier 2', 872.8638);
INSERT INTO locationTypeSales VALUES('FDP25', 'OUT010', 'Tier 3', 436.7648);
INSERT INTO locationTypeSales VALUES('NCM29', 'OUT035', 'Tier 2', 2885.5772);
INSERT INTO locationTypeSales VALUES('FDQ21', 'OUT049', 'Tier 1', 1454.1072);
INSERT INTO locationTypeSales VALUES('FDN24', 'OUT046', 'Tier 1', 1037.3164);
INSERT INTO locationTypeSales VALUES('DRY23', 'OUT017', 'Tier 2', 255.6672);
INSERT INTO locationTypeSales VALUES('FDW04', 'OUT027', 'Tier 3', 5582.733);
INSERT INTO locationTypeSales VALUES('FDM01', 'OUT018', 'Tier 3', 1332.9316);
INSERT INTO locationTypeSales VALUES('NCW29', 'OUT017', 'Tier 2', 3635.268);
INSERT INTO locationTypeSales VALUES('FDG33', 'OUT013', 'Tier 3', 2748.4224);
INSERT INTO locationTypeSales VALUES('FDV51', 'OUT017', 'Tier 2', 1823.6262);
INSERT INTO locationTypeSales VALUES('NCQ18', 'OUT017', 'Tier 2', 1298.31);
INSERT INTO locationTypeSales VALUES('NCL53', 'OUT018', 'Tier 3', 1416.8224);
INSERT INTO locationTypeSales VALUES('FDQ39', 'OUT013', 'Tier 3', 4777.115);
INSERT INTO locationTypeSales VALUES('FDF46', 'OUT017', 'Tier 2', 1036.6506);
INSERT INTO locationTypeSales VALUES('NCA06', 'OUT049', 'Tier 1', 768.999);
INSERT INTO locationTypeSales VALUES('FDV26', 'OUT019', 'Tier 1', 975.397);
INSERT INTO locationTypeSales VALUES('FDJ04', 'OUT035', 'Tier 2', 948.0992);
INSERT INTO locationTypeSales VALUES('FDE28', 'OUT010', 'Tier 3', 230.3668);
INSERT INTO locationTypeSales VALUES('NCZ29', 'OUT013', 'Tier 3', 3020.0688);
INSERT INTO locationTypeSales VALUES('FDW43', 'OUT046', 'Tier 1', 910.8144);
INSERT INTO locationTypeSales VALUES('FDZ49', 'OUT049', 'Tier 1', 2644.5576);
INSERT INTO locationTypeSales VALUES('NCJ05', 'OUT035', 'Tier 2', 1982.0866);
INSERT INTO locationTypeSales VALUES('NCP29', 'OUT027', 'Tier 3', 1278.336);
INSERT INTO locationTypeSales VALUES('FDS16', 'OUT018', 'Tier 3', 732.38);
INSERT INTO locationTypeSales VALUES('FDZ45', 'OUT049', 'Tier 1', 3174.5344);
INSERT INTO locationTypeSales VALUES('NCP29', 'OUT010', 'Tier 3', 127.8336);
INSERT INTO locationTypeSales VALUES('FDZ58', 'OUT027', 'Tier 3', 2940.1728);
INSERT INTO locationTypeSales VALUES('FDV55', 'OUT027', 'Tier 3', 3918.8988);
INSERT INTO locationTypeSales VALUES('NCV53', 'OUT046', 'Tier 1', 7190.64);
INSERT INTO locationTypeSales VALUES('FDV47', 'OUT019', 'Tier 1', 253.6698);
INSERT INTO locationTypeSales VALUES('FDD45', 'OUT018', 'Tier 3', 567.2616);
INSERT INTO locationTypeSales VALUES('FDP26', 'OUT019', 'Tier 1', 209.0612);
INSERT INTO locationTypeSales VALUES('DRD37', 'OUT049', 'Tier 1', 1398.18);
INSERT INTO locationTypeSales VALUES('FDT09', 'OUT019', 'Tier 1', 131.8284);
INSERT INTO locationTypeSales VALUES('FDM03', 'OUT027', 'Tier 3', 2036.6822);
INSERT INTO locationTypeSales VALUES('FDW09', 'OUT017', 'Tier 2', 713.0718);
INSERT INTO locationTypeSales VALUES('FDX10', 'OUT046', 'Tier 1', 247.0118);
INSERT INTO locationTypeSales VALUES('FDZ60', 'OUT049', 'Tier 1', 539.298);
INSERT INTO locationTypeSales VALUES('FDM58', 'OUT046', 'Tier 1', 2908.2144);
INSERT INTO locationTypeSales VALUES('FDV32', 'OUT035', 'Tier 2', 1454.773);
INSERT INTO locationTypeSales VALUES('FDU07', 'OUT019', 'Tier 1', 151.1366);
INSERT INTO locationTypeSales VALUES('FDS51', 'OUT027', 'Tier 3', 1857.582);
INSERT INTO locationTypeSales VALUES('NCT17', 'OUT045', 'Tier 2', 2449.4782);
INSERT INTO locationTypeSales VALUES('FDA01', 'OUT010', 'Tier 3', 117.1808);
INSERT INTO locationTypeSales VALUES('FDW25', 'OUT046', 'Tier 1', 852.224);
INSERT INTO locationTypeSales VALUES('FDS01', 'OUT017', 'Tier 2', 5688.5952);
INSERT INTO locationTypeSales VALUES('NCV18', 'OUT045', 'Tier 2', 2496.75);
INSERT INTO locationTypeSales VALUES('FDZ04', 'OUT045', 'Tier 2', 822.263);
INSERT INTO locationTypeSales VALUES('DRN59', 'OUT017', 'Tier 2', 652.484);
INSERT INTO locationTypeSales VALUES('FDD36', 'OUT049', 'Tier 1', 1896.1984);
INSERT INTO locationTypeSales VALUES('FDT56', 'OUT018', 'Tier 3', 753.0198);
INSERT INTO locationTypeSales VALUES('FDP09', 'OUT019', 'Tier 1', 424.7804);
INSERT INTO locationTypeSales VALUES('FDA33', 'OUT017', 'Tier 2', 2364.9216);
INSERT INTO locationTypeSales VALUES('FDH14', 'OUT019', 'Tier 1', 280.9676);
INSERT INTO locationTypeSales VALUES('NCF18', 'OUT027', 'Tier 3', 5944.2624);
INSERT INTO locationTypeSales VALUES('FDF59', 'OUT035', 'Tier 2', 885.514);
INSERT INTO locationTypeSales VALUES('FDC29', 'OUT013', 'Tier 3', 1374.2112);
INSERT INTO locationTypeSales VALUES('FDD32', 'OUT017', 'Tier 2', 1868.2348);
INSERT INTO locationTypeSales VALUES('FDZ08', 'OUT010', 'Tier 3', 82.5592);
INSERT INTO locationTypeSales VALUES('FDT21', 'OUT027', 'Tier 3', 6474.2392);
INSERT INTO locationTypeSales VALUES('FDM33', 'OUT046', 'Tier 1', 4407.596);
INSERT INTO locationTypeSales VALUES('NCK07', 'OUT035', 'Tier 2', 2466.789);
INSERT INTO locationTypeSales VALUES('NCL41', 'OUT018', 'Tier 3', 346.216);
INSERT INTO locationTypeSales VALUES('FDZ36', 'OUT046', 'Tier 1', 5779.144);
INSERT INTO locationTypeSales VALUES('FDW51', 'OUT049', 'Tier 1', 3835.008);
INSERT INTO locationTypeSales VALUES('FDS47', 'OUT013', 'Tier 3', 1581.9408);
INSERT INTO locationTypeSales VALUES('FDV02', 'OUT045', 'Tier 2', 2908.8802);
INSERT INTO locationTypeSales VALUES('NCU18', 'OUT018', 'Tier 3', 1270.3464);
INSERT INTO locationTypeSales VALUES('NCX17', 'OUT018', 'Tier 3', 5592.72);
INSERT INTO locationTypeSales VALUES('FDI12', 'OUT046', 'Tier 1', 878.856);
INSERT INTO locationTypeSales VALUES('DRH51', 'OUT013', 'Tier 3', 1318.284);
INSERT INTO locationTypeSales VALUES('NCP30', 'OUT027', 'Tier 3', 942.7728);
INSERT INTO locationTypeSales VALUES('FDG08', 'OUT049', 'Tier 1', 2061.3168);
INSERT INTO locationTypeSales VALUES('FDX35', 'OUT046', 'Tier 1', 4781.7756);
INSERT INTO locationTypeSales VALUES('FDY26', 'OUT027', 'Tier 3', 6775.1808);
INSERT INTO locationTypeSales VALUES('NCM43', 'OUT019', 'Tier 1', 815.605);
INSERT INTO locationTypeSales VALUES('NCZ54', 'OUT019', 'Tier 1', 162.4552);
INSERT INTO locationTypeSales VALUES('FDO16', 'OUT045', 'Tier 2', 3079.325);
INSERT INTO locationTypeSales VALUES('FDR22', 'OUT010', 'Tier 3', 223.7088);
INSERT INTO locationTypeSales VALUES('FDJ16', 'OUT017', 'Tier 2', 810.9444);
INSERT INTO locationTypeSales VALUES('FDT47', 'OUT049', 'Tier 1', 1166.4816);
INSERT INTO locationTypeSales VALUES('FDZ23', 'OUT027', 'Tier 3', 3728.48);
INSERT INTO locationTypeSales VALUES('NCB31', 'OUT046', 'Tier 1', 3155.892);
INSERT INTO locationTypeSales VALUES('FDM15', 'OUT046', 'Tier 1', 1662.5026);
INSERT INTO locationTypeSales VALUES('FDX27', 'OUT013', 'Tier 3', 2174.5028);
INSERT INTO locationTypeSales VALUES('NCS54', 'OUT018', 'Tier 3', 2293.681);
INSERT INTO locationTypeSales VALUES('NCJ30', 'OUT049', 'Tier 1', 2037.348);
INSERT INTO locationTypeSales VALUES('FDD58', 'OUT013', 'Tier 3', 1697.79);
INSERT INTO locationTypeSales VALUES('DRJ23', 'OUT045', 'Tier 2', 2836.308);
INSERT INTO locationTypeSales VALUES('FDS14', 'OUT045', 'Tier 2', 2042.6744);
INSERT INTO locationTypeSales VALUES('FDR27', 'OUT013', 'Tier 3', 2384.8956);
INSERT INTO locationTypeSales VALUES('FDT49', 'OUT018', 'Tier 3', 639.168);
INSERT INTO locationTypeSales VALUES('FDX26', 'OUT027', 'Tier 3', 4013.4424);
INSERT INTO locationTypeSales VALUES('NCW53', 'OUT017', 'Tier 2', 2116.5782);
INSERT INTO locationTypeSales VALUES('FDS19', 'OUT045', 'Tier 2', 1669.8264);
INSERT INTO locationTypeSales VALUES('DRF15', 'OUT046', 'Tier 1', 1225.072);
INSERT INTO locationTypeSales VALUES('DRH01', 'OUT027', 'Tier 3', 3649.2498);
INSERT INTO locationTypeSales VALUES('FDJ12', 'OUT045', 'Tier 2', 4154.592);
INSERT INTO locationTypeSales VALUES('NCE42', 'OUT027', 'Tier 3', 13086.9648);
INSERT INTO locationTypeSales VALUES('DRL37', 'OUT045', 'Tier 2', 1211.756);
INSERT INTO locationTypeSales VALUES('FDJ36', 'OUT045', 'Tier 2', 1948.1308);
INSERT INTO locationTypeSales VALUES('NCH18', 'OUT027', 'Tier 3', 10072.8882);
INSERT INTO locationTypeSales VALUES('DRI11', 'OUT018', 'Tier 3', 1267.0174);
INSERT INTO locationTypeSales VALUES('NCO17', 'OUT018', 'Tier 3', 2037.348);
INSERT INTO locationTypeSales VALUES('FDS49', 'OUT018', 'Tier 3', 1571.288);
INSERT INTO locationTypeSales VALUES('FDX43', 'OUT045', 'Tier 2', 1830.95);
INSERT INTO locationTypeSales VALUES('NCS17', 'OUT013', 'Tier 3', 1701.7848);
INSERT INTO locationTypeSales VALUES('NCC42', 'OUT049', 'Tier 1', 2247.7408);
INSERT INTO locationTypeSales VALUES('NCM26', 'OUT045', 'Tier 2', 3981.484);
INSERT INTO locationTypeSales VALUES('FDU32', 'OUT046', 'Tier 1', 1462.0968);
INSERT INTO locationTypeSales VALUES('FDU19', 'OUT018', 'Tier 3', 3448.844);
INSERT INTO locationTypeSales VALUES('NCM53', 'OUT017', 'Tier 2', 1065.28);
INSERT INTO locationTypeSales VALUES('FDG32', 'OUT045', 'Tier 2', 4225.1668);
INSERT INTO locationTypeSales VALUES('FDF04', 'OUT018', 'Tier 3', 3616.6256);
INSERT INTO locationTypeSales VALUES('NCN55', 'OUT035', 'Tier 2', 5287.7836);
INSERT INTO locationTypeSales VALUES('FDJ34', 'OUT046', 'Tier 1', 3004.0896);
INSERT INTO locationTypeSales VALUES('FDT51', 'OUT010', 'Tier 3', 111.8544);
INSERT INTO locationTypeSales VALUES('FDT01', 'OUT046', 'Tier 1', 1274.3412);
INSERT INTO locationTypeSales VALUES('FDV28', 'OUT027', 'Tier 3', 1120.5414);
INSERT INTO locationTypeSales VALUES('FDD02', 'OUT045', 'Tier 2', 3199.8348);
INSERT INTO locationTypeSales VALUES('FDW48', 'OUT045', 'Tier 2', 1208.427);
INSERT INTO locationTypeSales VALUES('FDF44', 'OUT049', 'Tier 1', 3523.4136);
INSERT INTO locationTypeSales VALUES('FDY14', 'OUT049', 'Tier 1', 3436.1938);
INSERT INTO locationTypeSales VALUES('FDU59', 'OUT027', 'Tier 3', 5685.932);
INSERT INTO locationTypeSales VALUES('FDQ10', 'OUT019', 'Tier 1', 517.3266);
INSERT INTO locationTypeSales VALUES('FDV21', 'OUT010', 'Tier 3', 375.5112);
INSERT INTO locationTypeSales VALUES('FDQ36', 'OUT049', 'Tier 1', 745.696);
INSERT INTO locationTypeSales VALUES('FDH12', 'OUT019', 'Tier 1', 319.584);
INSERT INTO locationTypeSales VALUES('FDV40', 'OUT017', 'Tier 2', 886.8456);
INSERT INTO locationTypeSales VALUES('NCF07', 'OUT046', 'Tier 1', 1720.4272);
INSERT INTO locationTypeSales VALUES('FDA08', 'OUT027', 'Tier 3', 3946.8624);
INSERT INTO locationTypeSales VALUES('FDP33', 'OUT019', 'Tier 1', 255.6672);
INSERT INTO locationTypeSales VALUES('FDS27', 'OUT046', 'Tier 1', 589.233);
INSERT INTO locationTypeSales VALUES('DRD60', 'OUT013', 'Tier 3', 2544.6876);
INSERT INTO locationTypeSales VALUES('FDM28', 'OUT049', 'Tier 1', 3415.554);
INSERT INTO locationTypeSales VALUES('NCU54', 'OUT035', 'Tier 2', 4194.54);
INSERT INTO locationTypeSales VALUES('NCX05', 'OUT018', 'Tier 3', 579.246);
INSERT INTO locationTypeSales VALUES('FDX59', 'OUT046', 'Tier 1', 848.895);
INSERT INTO locationTypeSales VALUES('FDE10', 'OUT049', 'Tier 1', 1573.9512);
INSERT INTO locationTypeSales VALUES('FDW16', 'OUT027', 'Tier 3', 3858.9768);
INSERT INTO locationTypeSales VALUES('FDW07', 'OUT027', 'Tier 3', 2036.6822);
INSERT INTO locationTypeSales VALUES('FDG38', 'OUT018', 'Tier 3', 1278.336);
INSERT INTO locationTypeSales VALUES('DRC27', 'OUT018', 'Tier 3', 1228.401);
INSERT INTO locationTypeSales VALUES('FDT43', 'OUT035', 'Tier 2', 259.662);
INSERT INTO locationTypeSales VALUES('FDR44', 'OUT017', 'Tier 2', 1174.4712);
INSERT INTO locationTypeSales VALUES('FDP26', 'OUT017', 'Tier 2', 627.1836);
INSERT INTO locationTypeSales VALUES('NCE55', 'OUT027', 'Tier 3', 7939.665);
INSERT INTO locationTypeSales VALUES('FDU39', 'OUT035', 'Tier 2', 1125.8678);
INSERT INTO locationTypeSales VALUES('FDK27', 'OUT027', 'Tier 3', 2787.0388);
INSERT INTO locationTypeSales VALUES('FDP32', 'OUT046', 'Tier 1', 2416.1882);
INSERT INTO locationTypeSales VALUES('NCW54', 'OUT049', 'Tier 1', 916.1408);
INSERT INTO locationTypeSales VALUES('FDA36', 'OUT013', 'Tier 3', 2591.2936);
INSERT INTO locationTypeSales VALUES('FDU24', 'OUT049', 'Tier 1', 2050.664);
INSERT INTO locationTypeSales VALUES('FDX34', 'OUT046', 'Tier 1', 1205.098);
INSERT INTO locationTypeSales VALUES('FDU27', 'OUT013', 'Tier 3', 287.6256);
INSERT INTO locationTypeSales VALUES('FDQ25', 'OUT010', 'Tier 3', 517.3266);
INSERT INTO locationTypeSales VALUES('FDY01', 'OUT018', 'Tier 3', 1842.9344);
INSERT INTO locationTypeSales VALUES('FDH27', 'OUT013', 'Tier 3', 1725.7536);
INSERT INTO locationTypeSales VALUES('FDL10', 'OUT017', 'Tier 2', 1289.6546);
INSERT INTO locationTypeSales VALUES('FDL15', 'OUT018', 'Tier 3', 1829.6184);
INSERT INTO locationTypeSales VALUES('FDT24', 'OUT010', 'Tier 3', 154.4656);
INSERT INTO locationTypeSales VALUES('NCN55', 'OUT045', 'Tier 2', 2163.1842);
INSERT INTO locationTypeSales VALUES('FDZ59', 'OUT027', 'Tier 3', 4161.25);
INSERT INTO locationTypeSales VALUES('FDM57', 'OUT035', 'Tier 2', 1258.362);
INSERT INTO locationTypeSales VALUES('FDD14', 'OUT049', 'Tier 1', 1844.266);
INSERT INTO locationTypeSales VALUES('FDU19', 'OUT013', 'Tier 3', 517.3266);
INSERT INTO locationTypeSales VALUES('DRJ39', 'OUT045', 'Tier 2', 8323.8316);
INSERT INTO locationTypeSales VALUES('FDI04', 'OUT046', 'Tier 1', 5536.7928);
INSERT INTO locationTypeSales VALUES('NCQ54', 'OUT045', 'Tier 2', 2358.2636);
INSERT INTO locationTypeSales VALUES('FDW12', 'OUT017', 'Tier 2', 3483.4656);
INSERT INTO locationTypeSales VALUES('FDQ32', 'OUT027', 'Tier 3', 2972.1312);
INSERT INTO locationTypeSales VALUES('DRG49', 'OUT017', 'Tier 2', 5375.6692);
INSERT INTO locationTypeSales VALUES('FDP58', 'OUT049', 'Tier 1', 4380.964);
INSERT INTO locationTypeSales VALUES('FDD57', 'OUT049', 'Tier 1', 952.094);
INSERT INTO locationTypeSales VALUES('DRG23', 'OUT035', 'Tier 2', 1829.6184);
INSERT INTO locationTypeSales VALUES('NCZ17', 'OUT017', 'Tier 2', 1480.0734);
INSERT INTO locationTypeSales VALUES('DRJ11', 'OUT018', 'Tier 3', 3592.6568);
INSERT INTO locationTypeSales VALUES('FDG16', 'OUT045', 'Tier 2', 2157.192);
INSERT INTO locationTypeSales VALUES('FDZ51', 'OUT027', 'Tier 3', 2189.8162);
INSERT INTO locationTypeSales VALUES('NCN43', 'OUT046', 'Tier 1', 3325.671);
INSERT INTO locationTypeSales VALUES('NCN30', 'OUT046', 'Tier 1', 965.41);
INSERT INTO locationTypeSales VALUES('FDP39', 'OUT027', 'Tier 3', 1298.31);
INSERT INTO locationTypeSales VALUES('FDP34', 'OUT049', 'Tier 1', 2659.871);
INSERT INTO locationTypeSales VALUES('FDM44', 'OUT010', 'Tier 3', 412.796);
INSERT INTO locationTypeSales VALUES('FDC28', 'OUT017', 'Tier 2', 1627.881);
INSERT INTO locationTypeSales VALUES('DRC24', 'OUT018', 'Tier 3', 2922.1962);
INSERT INTO locationTypeSales VALUES('FDN46', 'OUT045', 'Tier 2', 1537.998);
INSERT INTO locationTypeSales VALUES('NCN53', 'OUT035', 'Tier 2', 423.4488);
INSERT INTO locationTypeSales VALUES('FDY32', 'OUT019', 'Tier 1', 326.242);
INSERT INTO locationTypeSales VALUES('NCW06', 'OUT017', 'Tier 2', 2501.4106);
INSERT INTO locationTypeSales VALUES('FDY48', 'OUT013', 'Tier 3', 1743.0644);
INSERT INTO locationTypeSales VALUES('NCP29', 'OUT013', 'Tier 3', 958.752);
INSERT INTO locationTypeSales VALUES('FDB60', 'OUT010', 'Tier 3', 194.4136);
INSERT INTO locationTypeSales VALUES('DRE60', 'OUT035', 'Tier 2', 3848.324);
INSERT INTO locationTypeSales VALUES('FDN51', 'OUT045', 'Tier 2', 4697.8848);
INSERT INTO locationTypeSales VALUES('DRE15', 'OUT027', 'Tier 3', 1290.3204);
INSERT INTO locationTypeSales VALUES('DRG15', 'OUT013', 'Tier 3', 1102.5648);
INSERT INTO locationTypeSales VALUES('FDX55', 'OUT019', 'Tier 1', 217.7166);
INSERT INTO locationTypeSales VALUES('FDC57', 'OUT018', 'Tier 3', 1544.656);
INSERT INTO locationTypeSales VALUES('FDA25', 'OUT017', 'Tier 2', 1651.184);
INSERT INTO locationTypeSales VALUES('NCK29', 'OUT035', 'Tier 2', 1354.903);
INSERT INTO locationTypeSales VALUES('FDP48', 'OUT046', 'Tier 1', 5492.85);
INSERT INTO locationTypeSales VALUES('FDP49', 'OUT027', 'Tier 3', 1713.1034);
INSERT INTO locationTypeSales VALUES('FDL38', 'OUT010', 'Tier 3', 178.4344);
INSERT INTO locationTypeSales VALUES('FDZ21', 'OUT035', 'Tier 2', 1930.82);
INSERT INTO locationTypeSales VALUES('FDQ44', 'OUT017', 'Tier 2', 2544.6876);
INSERT INTO locationTypeSales VALUES('NCB42', 'OUT013', 'Tier 3', 1969.4364);
INSERT INTO locationTypeSales VALUES('FDY15', 'OUT027', 'Tier 3', 4537.427);
INSERT INTO locationTypeSales VALUES('NCW05', 'OUT049', 'Tier 1', 2787.0388);
INSERT INTO locationTypeSales VALUES('FDR23', 'OUT049', 'Tier 1', 3352.303);
INSERT INTO locationTypeSales VALUES('FDO34', 'OUT013', 'Tier 3', 2516.724);
INSERT INTO locationTypeSales VALUES('FDZ36', 'OUT035', 'Tier 2', 3728.48);
INSERT INTO locationTypeSales VALUES('FDX58', 'OUT027', 'Tier 3', 7873.085);
INSERT INTO locationTypeSales VALUES('NCJ18', 'OUT046', 'Tier 1', 1540.6612);
INSERT INTO locationTypeSales VALUES('FDP22', 'OUT017', 'Tier 2', 717.7324);
INSERT INTO locationTypeSales VALUES('FDH57', 'OUT010', 'Tier 3', 263.6568);
INSERT INTO locationTypeSales VALUES('DRF51', 'OUT045', 'Tier 2', 1062.6168);
INSERT INTO locationTypeSales VALUES('FDD51', 'OUT035', 'Tier 2', 588.5672);
INSERT INTO locationTypeSales VALUES('FDW04', 'OUT045', 'Tier 2', 1428.141);
INSERT INTO locationTypeSales VALUES('FDZ21', 'OUT010', 'Tier 3', 193.082);
INSERT INTO locationTypeSales VALUES('NCJ30', 'OUT027', 'Tier 3', 4923.591);
INSERT INTO locationTypeSales VALUES('FDO45', 'OUT046', 'Tier 1', 1494.0552);
INSERT INTO locationTypeSales VALUES('FDE41', 'OUT049', 'Tier 1', 1183.7924);
INSERT INTO locationTypeSales VALUES('DRD13', 'OUT027', 'Tier 3', 3068.0064);
INSERT INTO locationTypeSales VALUES('NCC07', 'OUT035', 'Tier 2', 1788.3388);
INSERT INTO locationTypeSales VALUES('FDE51', 'OUT027', 'Tier 3', 1293.6494);
INSERT INTO locationTypeSales VALUES('NCG43', 'OUT013', 'Tier 3', 1018.0082);
INSERT INTO locationTypeSales VALUES('FDS59', 'OUT027', 'Tier 3', 2306.997);
INSERT INTO locationTypeSales VALUES('FDV16', 'OUT018', 'Tier 3', 101.8674);
INSERT INTO locationTypeSales VALUES('FDC03', 'OUT035', 'Tier 2', 3316.3498);
INSERT INTO locationTypeSales VALUES('FDV60', 'OUT013', 'Tier 3', 3535.398);
INSERT INTO locationTypeSales VALUES('FDJ60', 'OUT049', 'Tier 1', 1651.184);
INSERT INTO locationTypeSales VALUES('FDX20', 'OUT045', 'Tier 2', 452.744);
INSERT INTO locationTypeSales VALUES('FDD17', 'OUT035', 'Tier 2', 1188.453);
INSERT INTO locationTypeSales VALUES('FDD08', 'OUT017', 'Tier 2', 796.9626);
INSERT INTO locationTypeSales VALUES('FDX45', 'OUT045', 'Tier 2', 2816.334);
INSERT INTO locationTypeSales VALUES('FDM25', 'OUT018', 'Tier 3', 4570.0512);
INSERT INTO locationTypeSales VALUES('NCT42', 'OUT046', 'Tier 1', 2684.5056);
INSERT INTO locationTypeSales VALUES('FDT02', 'OUT046', 'Tier 1', 423.4488);
INSERT INTO locationTypeSales VALUES('FDV34', 'OUT013', 'Tier 3', 1034.6532);
INSERT INTO locationTypeSales VALUES('NCR41', 'OUT046', 'Tier 1', 2285.0256);
INSERT INTO locationTypeSales VALUES('FDT31', 'OUT018', 'Tier 3', 2458.1336);
INSERT INTO locationTypeSales VALUES('FDF33', 'OUT010', 'Tier 3', 431.4384);
INSERT INTO locationTypeSales VALUES('NCU29', 'OUT019', 'Tier 1', 585.904);
INSERT INTO locationTypeSales VALUES('NCB55', 'OUT045', 'Tier 2', 651.8182);
INSERT INTO locationTypeSales VALUES('NCU18', 'OUT013', 'Tier 3', 3952.1888);
INSERT INTO locationTypeSales VALUES('FDZ59', 'OUT018', 'Tier 3', 1830.95);
INSERT INTO locationTypeSales VALUES('NCI29', 'OUT045', 'Tier 2', 1134.5232);
INSERT INTO locationTypeSales VALUES('FDL03', 'OUT027', 'Tier 3', 4910.275);
