INSERT INTO typeMrpSales VALUES('FDA15', 'OUT049', 'Dairy', 249.8092);
INSERT INTO typeMrpSales VALUES('NCK17', 'OUT019', 'Health and Hygiene', 40.348);
INSERT INTO typeMrpSales VALUES('FDO46', 'OUT027', 'Snack Foods', 187.3872);
INSERT INTO typeMrpSales VALUES('FDW50', 'OUT035', 'Dairy', 168.1158);
INSERT INTO typeMrpSales VALUES('FDD29', 'OUT049', 'Frozen Foods', 254.7698);
INSERT INTO typeMrpSales VALUES('FDU26', 'OUT019', 'Dairy', 120.1782);
INSERT INTO typeMrpSales VALUES('FDX04', 'OUT027', 'Frozen Foods', 46.2376);
INSERT INTO typeMrpSales VALUES('FDH31', 'OUT027', 'Meat', 98.1042);
INSERT INTO typeMrpSales VALUES('FDJ45', 'OUT019', 'Seafood', 34.2216);
INSERT INTO typeMrpSales VALUES('FDX55', 'OUT035', 'Fruits and Vegetables', 216.1166);
INSERT INTO typeMrpSales VALUES('FDR02', 'OUT046', 'Dairy', 110.5886);
INSERT INTO typeMrpSales VALUES('NCP55', 'OUT045', 'Others', 55.6614);
INSERT INTO typeMrpSales VALUES('FDT28', 'OUT017', 'Frozen Foods', 151.8708);
INSERT INTO typeMrpSales VALUES('NCJ06', 'OUT017', 'Household', 118.6782);
INSERT INTO typeMrpSales VALUES('FDF08', 'OUT018', 'Fruits and Vegetables', 89.8856);
INSERT INTO typeMrpSales VALUES('FDT21', 'OUT017', 'Snack Foods', 249.7092);
INSERT INTO typeMrpSales VALUES('FDK22', 'OUT027', 'Snack Foods', 214.885);
INSERT INTO typeMrpSales VALUES('DRJ11', 'OUT013', 'Hard Drinks', 188.7872);
INSERT INTO typeMrpSales VALUES('FDH27', 'OUT010', 'Dairy', 141.8128);
INSERT INTO typeMrpSales VALUES('FDU52', 'OUT019', 'Frozen Foods', 157.063);
INSERT INTO typeMrpSales VALUES('FDK50', 'OUT017', 'Canned', 160.7894);
INSERT INTO typeMrpSales VALUES('DRJ01', 'OUT045', 'Soft Drinks', 160.5236);
INSERT INTO typeMrpSales VALUES('FDC21', 'OUT018', 'Fruits and Vegetables', 109.7254);
INSERT INTO typeMrpSales VALUES('FDX39', 'OUT046', 'Meat', 212.4586);
INSERT INTO typeMrpSales VALUES('NCY54', 'OUT027', 'Household', 172.1422);
INSERT INTO typeMrpSales VALUES('FDD58', 'OUT019', 'Snack Foods', 100.67);
INSERT INTO typeMrpSales VALUES('FDW12', 'OUT045', 'Baking Goods', 147.1444);
INSERT INTO typeMrpSales VALUES('DRE01', 'OUT010', 'Soft Drinks', 241.8512);
INSERT INTO typeMrpSales VALUES('FDT16', 'OUT049', 'Frozen Foods', 262.1278);
INSERT INTO typeMrpSales VALUES('FDC16', 'OUT017', 'Dairy', 85.054);
INSERT INTO typeMrpSales VALUES('FDK52', 'OUT049', 'Frozen Foods', 226.0062);
INSERT INTO typeMrpSales VALUES('FDS23', 'OUT046', 'Breads', 127.0994);
INSERT INTO typeMrpSales VALUES('FDI41', 'OUT035', 'Frozen Foods', 145.8418);
INSERT INTO typeMrpSales VALUES('FDG33', 'OUT018', 'Seafood', 173.5764);
INSERT INTO typeMrpSales VALUES('NCM31', 'OUT018', 'Others', 140.3154);
INSERT INTO typeMrpSales VALUES('NCY53', 'OUT027', 'Health and Hygiene', 110.4544);
INSERT INTO typeMrpSales VALUES('FDY55', 'OUT049', 'Fruits and Vegetables', 257.0988);
INSERT INTO typeMrpSales VALUES('FDQ21', 'OUT045', 'Snack Foods', 120.8756);
INSERT INTO typeMrpSales VALUES('NCD18', 'OUT027', 'Household', 230.2668);
INSERT INTO typeMrpSales VALUES('FDV09', 'OUT017', 'Snack Foods', 148.5734);
INSERT INTO typeMrpSales VALUES('FDI19', 'OUT010', 'Meat', 242.2512);
INSERT INTO typeMrpSales VALUES('FDY47', 'OUT049', 'Breads', 131.531);
INSERT INTO typeMrpSales VALUES('DRH37', 'OUT049', 'Soft Drinks', 164.2526);
INSERT INTO typeMrpSales VALUES('NCL19', 'OUT046', 'Others', 144.047);
INSERT INTO typeMrpSales VALUES('DRI11', 'OUT035', 'Hard Drinks', 115.7834);
INSERT INTO typeMrpSales VALUES('NCC19', 'OUT046', 'Household', 191.482);
INSERT INTO typeMrpSales VALUES('FDS01', 'OUT018', 'Canned', 177.0686);
INSERT INTO typeMrpSales VALUES('FDX31', 'OUT017', 'Fruits and Vegetables', 232.3958);
INSERT INTO typeMrpSales VALUES('NCL55', 'OUT046', 'Others', 254.904);
INSERT INTO typeMrpSales VALUES('FDW16', 'OUT013', 'Frozen Foods', 93.7804);
INSERT INTO typeMrpSales VALUES('FDT49', 'OUT046', 'Canned', 107.728);
INSERT INTO typeMrpSales VALUES('FDW13', 'OUT013', 'Canned', 50.5324);
INSERT INTO typeMrpSales VALUES('NCG30', 'OUT019', 'Household', 125.8046);
INSERT INTO typeMrpSales VALUES('FDC14', 'OUT049', 'Canned', 42.0454);
INSERT INTO typeMrpSales VALUES('FDS15', 'OUT010', 'Meat', 106.4596);
INSERT INTO typeMrpSales VALUES('FDS32', 'OUT049', 'Fruits and Vegetables', 140.3838);
INSERT INTO typeMrpSales VALUES('FDE09', 'OUT049', 'Fruits and Vegetables', 111.3228);
INSERT INTO typeMrpSales VALUES('FDM12', 'OUT017', 'Baking Goods', 189.6214);
INSERT INTO typeMrpSales VALUES('FDT57', 'OUT049', 'Snack Foods', 238.2248);
INSERT INTO typeMrpSales VALUES('FDM32', 'OUT046', 'Fruits and Vegetables', 91.083);
INSERT INTO typeMrpSales VALUES('NCS38', 'OUT027', 'Household', 115.2176);
INSERT INTO typeMrpSales VALUES('NCW30', 'OUT017', 'Household', 257.8962);
INSERT INTO typeMrpSales VALUES('FDD21', 'OUT017', 'Fruits and Vegetables', 115.7176);
INSERT INTO typeMrpSales VALUES('FDH35', 'OUT049', 'Starchy Foods', 165.9526);
INSERT INTO typeMrpSales VALUES('NCX17', 'OUT045', 'Health and Hygiene', 232.83);
INSERT INTO typeMrpSales VALUES('NCI29', 'OUT035', 'Health and Hygiene', 142.9154);
INSERT INTO typeMrpSales VALUES('FDL24', 'OUT049', 'Baking Goods', 172.0422);
INSERT INTO typeMrpSales VALUES('FDI46', 'OUT046', 'Snack Foods', 251.9724);
INSERT INTO typeMrpSales VALUES('DRQ35', 'OUT035', 'Hard Drinks', 125.4388);
INSERT INTO typeMrpSales VALUES('FDM04', 'OUT017', 'Frozen Foods', 50.8666);
INSERT INTO typeMrpSales VALUES('NCJ17', 'OUT045', 'Health and Hygiene', 84.9224);
INSERT INTO typeMrpSales VALUES('NCJ18', 'OUT027', 'Household', 116.6124);
INSERT INTO typeMrpSales VALUES('DRF13', 'OUT045', 'Soft Drinks', 144.4444);
INSERT INTO typeMrpSales VALUES('FDB39', 'OUT035', 'Dairy', 57.7272);
INSERT INTO typeMrpSales VALUES('FDT52', 'OUT018', 'Frozen Foods', 246.2144);
INSERT INTO typeMrpSales VALUES('FDT60', 'OUT046', 'Baking Goods', 121.9388);
INSERT INTO typeMrpSales VALUES('FDM34', 'OUT046', 'Snack Foods', 132.9626);
INSERT INTO typeMrpSales VALUES('FDY27', 'OUT013', 'Dairy', 179.5344);
INSERT INTO typeMrpSales VALUES('FDP08', 'OUT045', 'Fruits and Vegetables', 195.5478);
INSERT INTO typeMrpSales VALUES('FDP59', 'OUT027', 'Breads', 103.1648);
INSERT INTO typeMrpSales VALUES('FDQ11', 'OUT018', 'Breads', 257.4988);
INSERT INTO typeMrpSales VALUES('FDV01', 'OUT010', 'Canned', 153.8314);
INSERT INTO typeMrpSales VALUES('FDX31', 'OUT013', 'Fruits and Vegetables', 234.9958);
INSERT INTO typeMrpSales VALUES('NCX54', 'OUT010', 'Household', 107.7622);
INSERT INTO typeMrpSales VALUES('DRC12', 'OUT035', 'Soft Drinks', 191.6188);
INSERT INTO typeMrpSales VALUES('FDU11', 'OUT027', 'Breads', 120.7098);
INSERT INTO typeMrpSales VALUES('NCB30', 'OUT046', 'Household', 199.9084);
INSERT INTO typeMrpSales VALUES('FDS27', 'OUT045', 'Meat', 195.411);
INSERT INTO typeMrpSales VALUES('FDX16', 'OUT018', 'Frozen Foods', 148.005);
INSERT INTO typeMrpSales VALUES('NCL53', 'OUT013', 'Health and Hygiene', 176.1028);
INSERT INTO typeMrpSales VALUES('NCZ30', 'OUT045', 'Household', 121.6098);
INSERT INTO typeMrpSales VALUES('FDB15', 'OUT017', 'Dairy', 262.2568);
INSERT INTO typeMrpSales VALUES('FDY51', 'OUT027', 'Meat', 220.8798);
INSERT INTO typeMrpSales VALUES('NCT18', 'OUT017', 'Household', 179.6976);
INSERT INTO typeMrpSales VALUES('FDL32', 'OUT019', 'Fruits and Vegetables', 111.6544);
INSERT INTO typeMrpSales VALUES('FDK46', 'OUT018', 'Snack Foods', 258.062);
INSERT INTO typeMrpSales VALUES('FDI22', 'OUT019', 'Snack Foods', 211.0612);
INSERT INTO typeMrpSales VALUES('FDF21', 'OUT045', 'Fruits and Vegetables', 189.053);
INSERT INTO typeMrpSales VALUES('FDR34', 'OUT017', 'Snack Foods', 228.4352);
INSERT INTO typeMrpSales VALUES('FDJ50', 'OUT049', 'Canned', 50.6982);
INSERT INTO typeMrpSales VALUES('FDC34', 'OUT049', 'Snack Foods', 155.2972);
INSERT INTO typeMrpSales VALUES('FDW51', 'OUT018', 'Meat', 213.456);
INSERT INTO typeMrpSales VALUES('FDR28', 'OUT035', 'Frozen Foods', 165.121);
INSERT INTO typeMrpSales VALUES('FDV60', 'OUT019', 'Baking Goods', 198.011);
INSERT INTO typeMrpSales VALUES('FDI45', 'OUT017', 'Fruits and Vegetables', 173.8054);
INSERT INTO typeMrpSales VALUES('NCB30', 'OUT019', 'Household', 196.5084);
INSERT INTO typeMrpSales VALUES('DRO59', 'OUT017', 'Hard Drinks', 77.0012);
INSERT INTO typeMrpSales VALUES('FDU12', 'OUT035', 'Baking Goods', 265.5568);
INSERT INTO typeMrpSales VALUES('NCX18', 'OUT010', 'Household', 196.911);
INSERT INTO typeMrpSales VALUES('NCH30', 'OUT027', 'Household', 114.186);
INSERT INTO typeMrpSales VALUES('FDE11', 'OUT019', 'Starchy Foods', 184.1924);
INSERT INTO typeMrpSales VALUES('FDE32', 'OUT017', 'Fruits and Vegetables', 39.9506);
INSERT INTO typeMrpSales VALUES('FDP25', 'OUT010', 'Canned', 216.7824);
INSERT INTO typeMrpSales VALUES('NCM29', 'OUT035', 'Health and Hygiene', 132.7626);
INSERT INTO typeMrpSales VALUES('FDQ21', 'OUT049', 'Snack Foods', 120.8756);
INSERT INTO typeMrpSales VALUES('FDN24', 'OUT046', 'Baking Goods', 54.5956);
INSERT INTO typeMrpSales VALUES('DRY23', 'OUT017', 'Soft Drinks', 41.3112);
INSERT INTO typeMrpSales VALUES('FDW04', 'OUT027', 'Frozen Foods', 130.531);
INSERT INTO typeMrpSales VALUES('FDM01', 'OUT018', 'Breakfast', 101.1332);
INSERT INTO typeMrpSales VALUES('NCW29', 'OUT017', 'Health and Hygiene', 131.331);
INSERT INTO typeMrpSales VALUES('FDG33', 'OUT013', 'Seafood', 172.0764);
INSERT INTO typeMrpSales VALUES('FDV51', 'OUT017', 'Meat', 165.7842);
INSERT INTO typeMrpSales VALUES('NCQ18', 'OUT017', 'Household', 100.37);
INSERT INTO typeMrpSales VALUES('NCL53', 'OUT018', 'Health and Hygiene', 177.9028);
INSERT INTO typeMrpSales VALUES('FDQ39', 'OUT013', 'Meat', 189.3846);
INSERT INTO typeMrpSales VALUES('FDF46', 'OUT017', 'Snack Foods', 115.8834);
INSERT INTO typeMrpSales VALUES('NCA06', 'OUT049', 'Household', 34.719);
INSERT INTO typeMrpSales VALUES('FDV26', 'OUT019', 'Dairy', 193.0794);
INSERT INTO typeMrpSales VALUES('FDJ04', 'OUT035', 'Frozen Foods', 119.9124);
INSERT INTO typeMrpSales VALUES('FDE28', 'OUT010', 'Frozen Foods', 231.8668);
INSERT INTO typeMrpSales VALUES('NCZ29', 'OUT013', 'Health and Hygiene', 125.7362);
INSERT INTO typeMrpSales VALUES('FDW43', 'OUT046', 'Fruits and Vegetables', 226.3036);
INSERT INTO typeMrpSales VALUES('FDZ49', 'OUT049', 'Canned', 219.7798);
INSERT INTO typeMrpSales VALUES('NCJ05', 'OUT035', 'Health and Hygiene', 151.5682);
INSERT INTO typeMrpSales VALUES('NCP29', 'OUT027', 'Health and Hygiene', 64.2168);
INSERT INTO typeMrpSales VALUES('FDS16', 'OUT018', 'Frozen Foods', 147.976);
INSERT INTO typeMrpSales VALUES('FDZ45', 'OUT049', 'Snack Foods', 196.7084);
INSERT INTO typeMrpSales VALUES('NCP29', 'OUT010', 'Health and Hygiene', 65.4168);
INSERT INTO typeMrpSales VALUES('FDZ58', 'OUT027', 'Snack Foods', 121.0072);
INSERT INTO typeMrpSales VALUES('FDV55', 'OUT027', 'Fruits and Vegetables', 145.1444);
INSERT INTO typeMrpSales VALUES('NCV53', 'OUT046', 'Health and Hygiene', 237.988);
INSERT INTO typeMrpSales VALUES('FDV47', 'OUT019', 'Breads', 84.5566);
INSERT INTO typeMrpSales VALUES('FDD45', 'OUT018', 'Fruits and Vegetables', 95.4436);
INSERT INTO typeMrpSales VALUES('FDP26', 'OUT019', 'Dairy', 105.9306);
INSERT INTO typeMrpSales VALUES('DRD37', 'OUT049', 'Soft Drinks', 45.106);
INSERT INTO typeMrpSales VALUES('FDT09', 'OUT019', 'Snack Foods', 131.0284);
INSERT INTO typeMrpSales VALUES('FDM03', 'OUT027', 'Meat', 109.1938);
INSERT INTO typeMrpSales VALUES('FDW09', 'OUT017', 'Snack Foods', 78.8302);
INSERT INTO typeMrpSales VALUES('FDX10', 'OUT046', 'Snack Foods', 37.1874);
INSERT INTO typeMrpSales VALUES('FDZ60', 'OUT049', 'Baking Goods', 108.9596);
INSERT INTO typeMrpSales VALUES('FDM58', 'OUT046', 'Snack Foods', 113.4544);
INSERT INTO typeMrpSales VALUES('FDV32', 'OUT035', 'Fruits and Vegetables', 61.851);
INSERT INTO typeMrpSales VALUES('FDU07', 'OUT019', 'Fruits and Vegetables', 150.4366);
INSERT INTO typeMrpSales VALUES('FDS51', 'OUT027', 'Meat', 62.7194);
INSERT INTO typeMrpSales VALUES('NCT17', 'OUT045', 'Health and Hygiene', 190.0214);
INSERT INTO typeMrpSales VALUES('FDA01', 'OUT010', 'Canned', 60.2904);
INSERT INTO typeMrpSales VALUES('FDW25', 'OUT046', 'Canned', 84.2224);
INSERT INTO typeMrpSales VALUES('FDS01', 'OUT017', 'Canned', 179.0686);
INSERT INTO typeMrpSales VALUES('NCV18', 'OUT045', 'Household', 84.625);
INSERT INTO typeMrpSales VALUES('FDZ04', 'OUT045', 'Frozen Foods', 61.351);
INSERT INTO typeMrpSales VALUES('DRN59', 'OUT017', 'Hard Drinks', 47.306);
INSERT INTO typeMrpSales VALUES('FDD36', 'OUT049', 'Baking Goods', 119.8124);
INSERT INTO typeMrpSales VALUES('FDT56', 'OUT018', 'Fruits and Vegetables', 59.1246);
INSERT INTO typeMrpSales VALUES('FDP09', 'OUT019', 'Snack Foods', 212.1902);
INSERT INTO typeMrpSales VALUES('FDA33', 'OUT017', 'Snack Foods', 146.2076);
INSERT INTO typeMrpSales VALUES('FDH14', 'OUT019', 'Canned', 142.0838);
INSERT INTO typeMrpSales VALUES('NCF18', 'OUT027', 'Household', 191.5504);
INSERT INTO typeMrpSales VALUES('FDF59', 'OUT035', 'Starchy Foods', 128.102);
INSERT INTO typeMrpSales VALUES('FDC29', 'OUT013', 'Frozen Foods', 115.7176);
INSERT INTO typeMrpSales VALUES('FDD32', 'OUT017', 'Fruits and Vegetables', 80.8276);
INSERT INTO typeMrpSales VALUES('FDZ08', 'OUT010', 'Fruits and Vegetables', 80.8592);
INSERT INTO typeMrpSales VALUES('FDT21', 'OUT027', 'Snack Foods', 248.8092);
INSERT INTO typeMrpSales VALUES('FDM33', 'OUT046', 'Snack Foods', 218.5798);
INSERT INTO typeMrpSales VALUES('NCK07', 'OUT035', 'Others', 166.1526);
INSERT INTO typeMrpSales VALUES('NCL41', 'OUT018', 'Health and Hygiene', 36.2216);
INSERT INTO typeMrpSales VALUES('FDZ36', 'OUT046', 'Baking Goods', 188.224);
INSERT INTO typeMrpSales VALUES('FDW51', 'OUT049', 'Meat', 213.356);
INSERT INTO typeMrpSales VALUES('FDS47', 'OUT013', 'Breads', 89.1856);
INSERT INTO typeMrpSales VALUES('FDV02', 'OUT045', 'Dairy', 172.4106);
INSERT INTO typeMrpSales VALUES('NCU18', 'OUT018', 'Household', 139.8496);
INSERT INTO typeMrpSales VALUES('NCX17', 'OUT018', 'Health and Hygiene', 233.03);
INSERT INTO typeMrpSales VALUES('FDI12', 'OUT046', 'Baking Goods', 89.6856);
INSERT INTO typeMrpSales VALUES('DRH51', 'OUT013', 'Dairy', 89.3856);
INSERT INTO typeMrpSales VALUES('NCP30', 'OUT027', 'Household', 37.4822);
INSERT INTO typeMrpSales VALUES('FDG08', 'OUT049', 'Fruits and Vegetables', 172.6764);
INSERT INTO typeMrpSales VALUES('FDX35', 'OUT046', 'Breads', 228.2036);
INSERT INTO typeMrpSales VALUES('FDY26', 'OUT027', 'Dairy', 210.5244);
INSERT INTO typeMrpSales VALUES('NCM43', 'OUT019', 'Others', 162.621);
INSERT INTO typeMrpSales VALUES('NCZ54', 'OUT019', 'Household', 160.9552);
INSERT INTO typeMrpSales VALUES('FDO16', 'OUT045', 'Frozen Foods', 81.925);
INSERT INTO typeMrpSales VALUES('FDR22', 'OUT010', 'Snack Foods', 112.0544);
INSERT INTO typeMrpSales VALUES('FDJ16', 'OUT017', 'Frozen Foods', 59.5246);
INSERT INTO typeMrpSales VALUES('FDT47', 'OUT049', 'Breads', 95.7068);
INSERT INTO typeMrpSales VALUES('FDZ23', 'OUT027', 'Baking Goods', 187.124);
INSERT INTO typeMrpSales VALUES('NCB31', 'OUT046', 'Household', 261.691);
INSERT INTO typeMrpSales VALUES('FDM15', 'OUT046', 'Meat', 149.9366);
INSERT INTO typeMrpSales VALUES('FDX27', 'OUT013', 'Dairy', 92.9436);
INSERT INTO typeMrpSales VALUES('NCS54', 'OUT018', 'Household', 177.937);
INSERT INTO typeMrpSales VALUES('NCJ30', 'OUT049', 'Household', 169.179);
INSERT INTO typeMrpSales VALUES('FDD58', 'OUT013', 'Snack Foods', 98.77);
INSERT INTO typeMrpSales VALUES('DRJ23', 'OUT045', 'Hard Drinks', 187.6872);
INSERT INTO typeMrpSales VALUES('FDS14', 'OUT045', 'Dairy', 157.4288);
INSERT INTO typeMrpSales VALUES('FDR27', 'OUT013', 'Meat', 133.7942);
INSERT INTO typeMrpSales VALUES('FDT49', 'OUT018', 'Canned', 106.628);
INSERT INTO typeMrpSales VALUES('FDX26', 'OUT027', 'Dairy', 180.4292);
INSERT INTO typeMrpSales VALUES('NCW53', 'OUT017', 'Health and Hygiene', 193.4162);
INSERT INTO typeMrpSales VALUES('FDS19', 'OUT045', 'Fruits and Vegetables', 74.3012);
INSERT INTO typeMrpSales VALUES('DRF15', 'OUT046', 'Dairy', 154.934);
INSERT INTO typeMrpSales VALUES('DRH01', 'OUT027', 'Soft Drinks', 172.8738);
INSERT INTO typeMrpSales VALUES('FDJ12', 'OUT045', 'Baking Goods', 206.8296);
INSERT INTO typeMrpSales VALUES('NCE42', 'OUT027', 'Household', 234.9958);
INSERT INTO typeMrpSales VALUES('DRL37', 'OUT045', 'Soft Drinks', 42.377);
INSERT INTO typeMrpSales VALUES('FDJ36', 'OUT045', 'Baking Goods', 101.4332);
INSERT INTO typeMrpSales VALUES('NCH18', 'OUT027', 'Household', 245.2802);
INSERT INTO typeMrpSales VALUES('DRI11', 'OUT018', 'Hard Drinks', 116.0834);
INSERT INTO typeMrpSales VALUES('NCO17', 'OUT018', 'Health and Hygiene', 120.944);
INSERT INTO typeMrpSales VALUES('FDS49', 'OUT018', 'Canned', 79.6644);
INSERT INTO typeMrpSales VALUES('FDX43', 'OUT045', 'Fruits and Vegetables', 165.85);
INSERT INTO typeMrpSales VALUES('NCS17', 'OUT013', 'Health and Hygiene', 93.4436);
INSERT INTO typeMrpSales VALUES('NCC42', 'OUT049', 'Health and Hygiene', 140.8838);
INSERT INTO typeMrpSales VALUES('NCM26', 'OUT045', 'Others', 153.434);
INSERT INTO typeMrpSales VALUES('FDU32', 'OUT046', 'Fruits and Vegetables', 119.9414);
INSERT INTO typeMrpSales VALUES('FDU19', 'OUT018', 'Fruits and Vegetables', 173.8422);
INSERT INTO typeMrpSales VALUES('NCM53', 'OUT017', 'Health and Hygiene', 108.128);
INSERT INTO typeMrpSales VALUES('FDG32', 'OUT045', 'Fruits and Vegetables', 220.8772);
INSERT INTO typeMrpSales VALUES('FDF04', 'OUT018', 'Frozen Foods', 259.7304);
INSERT INTO typeMrpSales VALUES('NCN55', 'OUT035', 'Others', 242.3538);
INSERT INTO typeMrpSales VALUES('FDJ34', 'OUT046', 'Snack Foods', 127.1704);
INSERT INTO typeMrpSales VALUES('FDT51', 'OUT010', 'Meat', 110.8544);
INSERT INTO typeMrpSales VALUES('FDT01', 'OUT046', 'Canned', 213.7902);
INSERT INTO typeMrpSales VALUES('FDV28', 'OUT027', 'Frozen Foods', 34.9558);
INSERT INTO typeMrpSales VALUES('FDD02', 'OUT045', 'Canned', 118.4124);
INSERT INTO typeMrpSales VALUES('FDW48', 'OUT045', 'Baking Goods', 79.0618);
INSERT INTO typeMrpSales VALUES('FDF44', 'OUT049', 'Fruits and Vegetables', 130.3968);
INSERT INTO typeMrpSales VALUES('FDY14', 'OUT049', 'Dairy', 264.5226);
INSERT INTO typeMrpSales VALUES('FDU59', 'OUT027', 'Breads', 162.6552);
INSERT INTO typeMrpSales VALUES('FDQ10', 'OUT019', 'Snack Foods', 172.0422);
INSERT INTO typeMrpSales VALUES('FDV21', 'OUT010', 'Snack Foods', 123.9704);
INSERT INTO typeMrpSales VALUES('FDQ36', 'OUT049', 'Baking Goods', 37.2848);
INSERT INTO typeMrpSales VALUES('FDH12', 'OUT019', 'Baking Goods', 107.128);
INSERT INTO typeMrpSales VALUES('FDV40', 'OUT017', 'Frozen Foods', 72.2038);
INSERT INTO typeMrpSales VALUES('NCF07', 'OUT046', 'Household', 101.8016);
INSERT INTO typeMrpSales VALUES('FDA08', 'OUT027', 'Fruits and Vegetables', 164.2526);
INSERT INTO typeMrpSales VALUES('FDP33', 'OUT019', 'Snack Foods', 256.3672);
INSERT INTO typeMrpSales VALUES('FDS27', 'OUT046', 'Meat', 196.311);
INSERT INTO typeMrpSales VALUES('DRD60', 'OUT013', 'Soft Drinks', 181.7634);
INSERT INTO typeMrpSales VALUES('FDM28', 'OUT049', 'Frozen Foods', 177.966);
INSERT INTO typeMrpSales VALUES('NCU54', 'OUT035', 'Household', 210.727);
INSERT INTO typeMrpSales VALUES('NCX05', 'OUT018', 'Health and Hygiene', 114.4492);
INSERT INTO typeMrpSales VALUES('FDX59', 'OUT046', 'Breads', 33.3558);
INSERT INTO typeMrpSales VALUES('FDE10', 'OUT049', 'Snack Foods', 133.0626);
INSERT INTO typeMrpSales VALUES('FDW16', 'OUT027', 'Frozen Foods', 91.6804);
INSERT INTO typeMrpSales VALUES('FDW07', 'OUT027', 'Fruits and Vegetables', 90.5514);
INSERT INTO typeMrpSales VALUES('FDG38', 'OUT018', 'Canned', 84.9224);
INSERT INTO typeMrpSales VALUES('DRC27', 'OUT018', 'Dairy', 246.2802);
INSERT INTO typeMrpSales VALUES('FDT43', 'OUT035', 'Fruits and Vegetables', 49.9324);
INSERT INTO typeMrpSales VALUES('FDR44', 'OUT017', 'Fruits and Vegetables', 129.6968);
INSERT INTO typeMrpSales VALUES('FDP26', 'OUT017', 'Dairy', 105.6306);
INSERT INTO typeMrpSales VALUES('NCE55', 'OUT027', 'Household', 178.237);
INSERT INTO typeMrpSales VALUES('FDU39', 'OUT035', 'Meat', 60.4562);
INSERT INTO typeMrpSales VALUES('FDK27', 'OUT027', 'Meat', 120.9756);
INSERT INTO typeMrpSales VALUES('FDP32', 'OUT046', 'Fruits and Vegetables', 127.2678);
INSERT INTO typeMrpSales VALUES('NCW54', 'OUT049', 'Household', 59.2588);
INSERT INTO typeMrpSales VALUES('FDA36', 'OUT013', 'Baking Goods', 186.5924);
INSERT INTO typeMrpSales VALUES('FDU24', 'OUT049', 'Baking Goods', 95.012);
INSERT INTO typeMrpSales VALUES('FDX34', 'OUT046', 'Snack Foods', 122.2098);
INSERT INTO typeMrpSales VALUES('FDU27', 'OUT013', 'Meat', 48.8376);
INSERT INTO typeMrpSales VALUES('FDQ25', 'OUT010', 'Canned', 174.1422);
INSERT INTO typeMrpSales VALUES('FDY01', 'OUT018', 'Canned', 117.0834);
INSERT INTO typeMrpSales VALUES('FDH27', 'OUT013', 'Dairy', 145.8128);
INSERT INTO typeMrpSales VALUES('FDL10', 'OUT017', 'Snack Foods', 100.1042);
INSERT INTO typeMrpSales VALUES('FDL15', 'OUT018', 'Meat', 153.6682);
INSERT INTO typeMrpSales VALUES('FDT24', 'OUT010', 'Baking Goods', 79.2328);
INSERT INTO typeMrpSales VALUES('NCN55', 'OUT045', 'Others', 238.3538);
INSERT INTO typeMrpSales VALUES('FDZ59', 'OUT027', 'Baking Goods', 164.95);
INSERT INTO typeMrpSales VALUES('FDM57', 'OUT035', 'Snack Foods', 82.9908);
INSERT INTO typeMrpSales VALUES('FDD14', 'OUT049', 'Canned', 183.8266);
INSERT INTO typeMrpSales VALUES('FDU19', 'OUT013', 'Fruits and Vegetables', 173.6422);
INSERT INTO typeMrpSales VALUES('DRJ39', 'OUT045', 'Dairy', 219.3482);
INSERT INTO typeMrpSales VALUES('FDI04', 'OUT046', 'Frozen Foods', 198.4426);
INSERT INTO typeMrpSales VALUES('NCQ54', 'OUT045', 'Household', 168.4474);
INSERT INTO typeMrpSales VALUES('FDW12', 'OUT017', 'Baking Goods', 144.3444);
INSERT INTO typeMrpSales VALUES('FDQ32', 'OUT027', 'Fruits and Vegetables', 122.8388);
INSERT INTO typeMrpSales VALUES('DRG49', 'OUT017', 'Soft Drinks', 246.1486);
INSERT INTO typeMrpSales VALUES('FDP58', 'OUT049', 'Snack Foods', 220.7482);
INSERT INTO typeMrpSales VALUES('FDD57', 'OUT049', 'Fruits and Vegetables', 96.2094);
INSERT INTO typeMrpSales VALUES('DRG23', 'OUT035', 'Hard Drinks', 153.8682);
INSERT INTO typeMrpSales VALUES('NCZ17', 'OUT017', 'Health and Hygiene', 39.1506);
INSERT INTO typeMrpSales VALUES('DRJ11', 'OUT018', 'Hard Drinks', 188.4872);
